%Bassin de Beterou				
%code lacune 	-9999			
%surface bassin	10080	km2		
%coordonnées (lat, lon)	9.199	2.267		
%date	annee	P	ETP	Q m3 /s

03   11   08 06   00	2008	0.03	3.57	29.55
04   11   08 06   00	2008	0.02	3.41	26.97
05   11   08 06   00	2008	0.03	2.9	24.91
06   11   08 06   00	2008	0.02	3.69	23.31
07   11   08 06   00	2008	0.02	3.47	21.43
08   11   08 06   00	2008	0.03	3.56	19.67
09   11   08 06   00	2008	0.05	3.67	18.15
10   11   08 06   00	2008	0.01	3.55	16.91
11   11   08 06   00	2008	0.14	2.51	15.74
12   11   08 06   00	2008	0	3.77	14.61
13   11   08 06   00	2008	0.01	3.62	13.77
14   11   08 06   00	2008	0	3.72	12.82
15   11   08 06   00	2008	0.03	3.45	12.08
16   11   08 06   00	2008	0	3.36	11.48
17   11   08 06   00	2008	0	2.62	10.33
18   11   08 06   00	2008	0	3.59	9.52
19   11   08 06   00	2008	0.02	2.72	8.91
20   11   08 06   00	2008	0.59	2.84	8.43
21   11   08 06   00	2008	3.68	2.19	7.84
22   11   08 06   00	2008	0.02	3.49	7.54
23   11   08 06   00	2008	0	3.55	7.16
24   11   08 06   00	2008	0.02	3.56	6.85
25   11   08 06   00	2008	0.01	3.26	6.52
26   11   08 06   00	2008	0	3.27	6.09
27   11   08 06   00	2008	0.02	2.98	5.95
28   11   08 06   00	2008	0.01	3.15	5.72
29   11   08 06   00	2008	0	3.39	5.46
30   11   08 06   00	2008	0.06	2.8	5.21
01   12   08 06   00	2008	0.01	3.19	4.96
02   12   08 06   00	2008	0	3	4.84
03   12   08 06   00	2008	1.03	2.75	4.66
04   12   08 06   00	2008	0	3.52	4.48
05   12   08 06   00	2008	15.58	2.84	5.19
06   12   08 06   00	2008	0.03	3.32	6.4
07   12   08 06   00	2008	0.12	3.23	8.01
08   12   08 06   00	2008	0.11	3.04	9.51
09   12   08 06   00	2008	0.19	3.16	7.23
10   12   08 06   00	2008	0	2.93	5.93
11   12   08 06   00	2008	0.2	2.72	5.27
12   12   08 06   00	2008	0	2.77	4.89
13   12   08 06   00	2008	0	2.8	4.57
14   12   08 06   00	2008	0.2	2.73	4.34
15   12   08 06   00	2008	0.17	2.63	4.14
16   12   08 06   00	2008	0	3.17	3.97
17   12   08 06   00	2008	0	2.09	3.84
18   12   08 06   00	2008	0	1.94	3.66
19   12   08 06   00	2008	0	3.19	3.18
20   12   08 06   00	2008	0	3.38	2.87
21   12   08 06   00	2008	0	3.31	2.77
22   12   08 06   00	2008	0	3.8	2.65
23   12   08 06   00	2008	0	3.9	2.53
24   12   08 06   00	2008	0	4.17	2.45
25   12   08 06   00	2008	0	3.81	2.37
26   12   08 06   00	2008	0	2.6	2.32
27   12   08 06   00	2008	0	2.81	2.32
28   12   08 06   00	2008	0	2.87	2.3
29   12   08 06   00	2008	0	2.52	2.25
30   12   08 06   00	2008	0	3.38	2.25
31   12   08 06   00	2008	0	3.07	2.23


